id,distributor,name,discipline,long_description,price,currency,organization,key_words,modules,modules_number,modules_type,avg_length,description,schema,education_type,age,terms,test,amount_restrictions,level_counts,teachers_present,tutors_present,facilitators_present,feedback,co_ed,practice,forums,individualization,disabled,webinars,analytics,deadlines,post_entrance,training_materials,browsers,technologies,requsites,payment,os_list,tools,peripherals,authors,author_degree,author_awards,author_position,valued_work,certification,language,org_link,start_date,end_date,length,sync,assessmet,lms,course_id,prerequesetes,image,video,interests,skills,ways,code
364,openedu,"Инженерная и компьютерная графика",,,"Бесплатно",null,spbstu,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/spbstu/COMPGR,2019-05-13T21:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:spbstu+COMPGR+spring_2019_2,auto,https://courses.openedu.ru/asset-v1:spbstu+COMPGR+spring_2019_2+type@asset+block@images_course_image.jpg,None,auto,auto,auto,301
365,openedu,"(DEMO)Сравнительная политика",,,"Бесплатно",null,hse,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/COMPOL,2018-02-19T06:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+COMPOL+DEMO,auto,https://courses.openedu.ru/asset-v1:hse+COMPOL+DEMO+type@asset+block@images_course_image.jpg,None,auto,auto,auto,302
366,openedu,"(2016-2) Сравнительная политика",,,"Бесплатно",null,hse,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/COMPOL,2016-09-12T09:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+COMPOL+fall_2016,auto,https://courses.openedu.ru/asset-v1:hse+COMPOL+fall_2016+type@asset+block@images_course_image.jpg,None,auto,auto,auto,303
367,openedu,"(2017-2)Сравнительная политика",,,"Бесплатно",null,hse,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/COMPOL,2017-09-11T09:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+COMPOL+fall_2017,auto,https://courses.openedu.ru/asset-v1:hse+COMPOL+fall_2017+type@asset+block@images_course_image.jpg,None,auto,auto,auto,304
368,openedu,"(2018-2)Сравнительная политика",,,"Бесплатно",null,hse,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/COMPOL,2018-09-10T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+COMPOL+fall_2018,auto,https://courses.openedu.ru/asset-v1:hse+COMPOL+fall_2018+type@asset+block@images_course_image.jpg,None,auto,auto,auto,305
369,openedu,"Сравнительная политика",,,"Бесплатно",null,hse,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/COMPOL,2019-09-02T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+COMPOL+fall_2019,auto,https://courses.openedu.ru/asset-v1:hse+COMPOL+fall_2019+type@asset+block@images_course_image.jpg,None,auto,auto,auto,306
370,openedu,"(2016-1) Сравнительная политика",,,"Бесплатно",null,hse,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/COMPOL,2016-03-07T09:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+COMPOL+spring_2016,auto,https://courses.openedu.ru/asset-v1:hse+COMPOL+spring_2016+type@asset+block@images_course_image.jpg,None,auto,auto,auto,307
371,openedu,"(2017-1) Сравнительная политика",,,"Бесплатно",null,hse,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/COMPOL,2017-02-26T21:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+COMPOL+spring_2017,auto,https://courses.openedu.ru/asset-v1:hse+COMPOL+spring_2017+type@asset+block@images_course_image.jpg,None,auto,auto,auto,308
372,openedu,"(2019-1)Сравнительная политика",,,"Бесплатно",null,hse,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/COMPOL,2019-02-18T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+COMPOL+spring_2019,auto,https://courses.openedu.ru/asset-v1:hse+COMPOL+spring_2019+type@asset+block@images_course_image.jpg,None,auto,auto,auto,309
373,openedu,"(2019-1)Сравнительная политика",,,"Бесплатно",null,hse,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/COMPOL,2019-03-03T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+COMPOL+spring_2019_dvfu,auto,https://courses.openedu.ru/asset-v1:hse+COMPOL+spring_2019_dvfu+type@asset+block@images_course_image.jpg,None,auto,auto,auto,310
374,openedu,"(2018-1)Сравнительная политика",,,"Бесплатно",null,hse,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/COMPOL,2018-02-19T06:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+COMPOL+winter_2018,auto,https://courses.openedu.ru/asset-v1:hse+COMPOL+winter_2018+type@asset+block@images_course_image.jpg,None,auto,auto,auto,311
375,openedu,"(2017-Удаленный курс)Психология коммуникации(курс удален, заменен на новый,от слушателей скрыт)",,,"Бесплатно",null,hse,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/COMPSY,2030-01-01T00:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+COMPSY+2017,auto,https://courses.openedu.ru/asset-v1:hse+COMPSY+2017+type@asset+block@images_course_image.jpg,None,auto,auto,auto,312
376,openedu,"Информатика для втузов",,,"Бесплатно",null,ITMOUniversity,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/ITMOUniversity/COMTEC,2018-07-01T12:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:ITMOUniversity+COMTEC+Demo_2018,auto,https://courses.openedu.ru/asset-v1:ITMOUniversity+COMTEC+Demo_2018+type@asset+block@images_course_image.jpg,None,auto,auto,auto,313
377,openedu,"Информатика для втузов",,,"Бесплатно",null,ITMOUniversity,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/ITMOUniversity/COMTEC,2017-09-18T09:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:ITMOUniversity+COMTEC+fall_2017,auto,https://courses.openedu.ru/asset-v1:ITMOUniversity+COMTEC+fall_2017+type@asset+block@images_course_image.jpg,None,auto,auto,auto,314
378,openedu,"Информатика для втузов",,,"Бесплатно",null,ITMOUniversity,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/ITMOUniversity/COMTEC,2018-09-17T06:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:ITMOUniversity+COMTEC+fall_2018,auto,https://courses.openedu.ru/asset-v1:ITMOUniversity+COMTEC+fall_2018+type@asset+block@images_course_image.jpg,None,auto,auto,auto,315
379,openedu,"Информатика для втузов",,,"Бесплатно",null,ITMOUniversity,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/ITMOUniversity/COMTEC,2019-09-09T09:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:ITMOUniversity+COMTEC+fall_2019,auto,https://courses.openedu.ru/asset-v1:ITMOUniversity+COMTEC+fall_2019+type@asset+block@images_course_image.jpg,None,auto,auto,auto,316
380,openedu,"Информатика для втузов",,,"Бесплатно",null,ITMOUniversity,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/ITMOUniversity/COMTEC,2019-09-01T09:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:ITMOUniversity+COMTEC+fall_2019_itmo,auto,https://courses.openedu.ru/asset-v1:ITMOUniversity+COMTEC+fall_2019_itmo+type@asset+block@images_course_image.jpg,None,auto,auto,auto,317
381,openedu,"Информатика для втузов",,,"Бесплатно",null,ITMOUniversity,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/ITMOUniversity/COMTEC,2018-09-17T06:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:ITMOUniversity+COMTEC+special_2018_1,auto,https://courses.openedu.ru/asset-v1:ITMOUniversity+COMTEC+special_2018_1+type@asset+block@images_course_image.jpg,None,auto,auto,auto,318
382,openedu,"Информатика для втузов",,,"Бесплатно",null,ITMOUniversity,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/ITMOUniversity/COMTEC,2017-03-06T09:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:ITMOUniversity+COMTEC+spring_2017,auto,https://courses.openedu.ru/asset-v1:ITMOUniversity+COMTEC+spring_2017+type@asset+block@images_course_image.jpg,None,auto,auto,auto,319
383,openedu,"Информатика для втузов",,,"Бесплатно",null,ITMOUniversity,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/ITMOUniversity/COMTEC,2018-03-05T06:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:ITMOUniversity+COMTEC+spring_2018,auto,https://courses.openedu.ru/asset-v1:ITMOUniversity+COMTEC+spring_2018+type@asset+block@images_course_image.jpg,None,auto,auto,auto,320
384,openedu,"Информатика для втузов",,,"Бесплатно",null,ITMOUniversity,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/ITMOUniversity/COMTEC,2019-02-11T09:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:ITMOUniversity+COMTEC+spring_2019,auto,https://courses.openedu.ru/asset-v1:ITMOUniversity+COMTEC+spring_2019+type@asset+block@images_course_image.jpg,None,auto,auto,auto,321
385,openedu,"Концепции современного естествознания",,,"Бесплатно",null,spbstu,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/spbstu/CONCMOD,2017-09-04T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:spbstu+CONCMOD+fall_2017,auto,https://courses.openedu.ru/asset-v1:spbstu+CONCMOD+fall_2017+type@asset+block@images_course_image.jpg,None,auto,auto,auto,322
386,openedu,"Концепции современного естествознания",,,"Бесплатно",null,spbstu,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/spbstu/CONCMOD,2018-09-03T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:spbstu+CONCMOD+fall_2018,auto,https://courses.openedu.ru/asset-v1:spbstu+CONCMOD+fall_2018+type@asset+block@images_course_image.jpg,None,auto,auto,auto,323
387,openedu,"Концепции современного естествознания",,,"Бесплатно",null,spbstu,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/spbstu/CONCMOD,2018-11-14T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:spbstu+CONCMOD+fall_2018_2,auto,https://courses.openedu.ru/asset-v1:spbstu+CONCMOD+fall_2018_2+type@asset+block@images_course_image.jpg,None,auto,auto,auto,324
388,openedu,"Концепции современного естествознания",,,"Бесплатно",null,spbstu,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/spbstu/CONCMOD,2018-09-06T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:spbstu+CONCMOD+fall_2018_z,auto,https://courses.openedu.ru/asset-v1:spbstu+CONCMOD+fall_2018_z+type@asset+block@images_course_image.jpg,None,auto,auto,auto,325
389,openedu,"Концепции современного естествознания",,,"Бесплатно",null,spbstu,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/spbstu/CONCMOD,2019-09-01T21:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:spbstu+CONCMOD+fall_2019,auto,https://courses.openedu.ru/asset-v1:spbstu+CONCMOD+fall_2019+type@asset+block@images_course_image.jpg,None,auto,auto,auto,326
390,openedu,"Концепции современного естествознания",,,"Бесплатно",null,spbstu,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/spbstu/CONCMOD,2018-02-05T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:spbstu+CONCMOD+spring_2018,auto,https://courses.openedu.ru/asset-v1:spbstu+CONCMOD+spring_2018+type@asset+block@images_course_image.jpg,None,auto,auto,auto,327
391,openedu,"Концепции современного естествознания",,,"Бесплатно",null,spbstu,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/spbstu/CONCMOD,2019-02-11T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:spbstu+CONCMOD+spring_2019,auto,https://courses.openedu.ru/asset-v1:spbstu+CONCMOD+spring_2019+type@asset+block@images_course_image.jpg,None,auto,auto,auto,328
392,openedu,"Концепции современного естествознания",,,"Бесплатно",null,spbstu,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/spbstu/CONCMOD,2017-02-06T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:spbstu+CONCMOD+winter_2017,auto,https://courses.openedu.ru/asset-v1:spbstu+CONCMOD+winter_2017+type@asset+block@images_course_image.jpg,None,auto,auto,auto,329
393,openedu,"(DEMO)Современное искусство",,,"Бесплатно",null,hse,auto,auto,null,null,null,None,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/CONTART,2018-09-03T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+CONTART+DEMO,auto,https://courses.openedu.ru/asset-v1:hse+CONTART+DEMO+type@asset+block@images_course_image.jpg,None,auto,auto,auto,330
394,openedu,"(2018-2)Современное искусство",,,"Бесплатно",null,hse,auto,auto,null,null,null,None,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/CONTART,2018-09-03T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+CONTART+fall_2018,auto,https://courses.openedu.ru/asset-v1:hse+CONTART+fall_2018+type@asset+block@images_course_image.jpg,None,auto,auto,auto,331
395,openedu,"Современное искусство",,,"Бесплатно",null,hse,auto,auto,null,null,null,None,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/CONTART,2019-09-02T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+CONTART+fall_2019,auto,https://courses.openedu.ru/asset-v1:hse+CONTART+fall_2019+type@asset+block@images_course_image.jpg,None,auto,auto,auto,332
396,openedu,"(2019-1)Современное искусство",,,"Бесплатно",null,hse,auto,auto,null,null,null,None,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/CONTART,2019-02-18T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+CONTART+spring_2019,auto,https://courses.openedu.ru/asset-v1:hse+CONTART+spring_2019+type@asset+block@images_course_image.jpg,None,auto,auto,auto,333
397,openedu,"Корпоративные информационные системы",,,"Бесплатно",null,hse,auto,auto,null,null,null,None,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/CORPIS,2020-02-10T00:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+CORPIS+spring_2020,auto,https://courses.openedu.ru/asset-v1:hse+CORPIS+spring_2020+type@asset+block@images_course_image.jpg,None,auto,auto,auto,334
398,openedu,"(DEMO) Корпоративное управление",,,"Бесплатно",null,hse,auto,auto,null,null,null,None,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/CORPMN,2018-09-10T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+CORPMN+DEMO,auto,https://courses.openedu.ru/asset-v1:hse+CORPMN+DEMO+type@asset+block@images_course_image.jpg,None,auto,auto,auto,335
399,openedu,"(2018-2)Корпоративное управление",,,"Бесплатно",null,hse,auto,auto,null,null,null,None,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/CORPMN,2018-09-10T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+CORPMN+fall_2018,auto,https://courses.openedu.ru/asset-v1:hse+CORPMN+fall_2018+type@asset+block@images_course_image.jpg,None,auto,auto,auto,336
400,openedu,"Корпоративное управление",,,"Бесплатно",null,hse,auto,auto,null,null,null,None,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/CORPMN,2019-09-02T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+CORPMN+fall_2019,auto,https://courses.openedu.ru/asset-v1:hse+CORPMN+fall_2019+type@asset+block@images_course_image.jpg,None,auto,auto,auto,337
401,openedu,"(2019-1)Корпоративное управление",,,"Бесплатно",null,hse,auto,auto,null,null,null,None,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/CORPMN,2019-02-04T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+CORPMN+spring_2019,auto,https://courses.openedu.ru/asset-v1:hse+CORPMN+spring_2019+type@asset+block@images_course_image.jpg,None,auto,auto,auto,338
402,openedu,"(2017-1) Введение в корпусную лингвистику",,,"Бесплатно",null,hse,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/CORPUS,2017-03-26T21:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+CORPUS+2017,auto,https://courses.openedu.ru/asset-v1:hse+CORPUS+2017+type@asset+block@images_course_image.jpg,None,auto,auto,auto,339
403,openedu,"(DEMO)Введение в корпусную лингвистику",,,"Бесплатно",null,hse,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/CORPUS,2018-03-12T06:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+CORPUS+DEMO,auto,https://courses.openedu.ru/asset-v1:hse+CORPUS+DEMO+type@asset+block@images_course_image.jpg,None,auto,auto,auto,340
404,openedu,"(2017-2)Введение в корпусную лингвистику",,,"Бесплатно",null,hse,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/CORPUS,2017-09-04T09:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+CORPUS+fall_2017,auto,https://courses.openedu.ru/asset-v1:hse+CORPUS+fall_2017+type@asset+block@images_course_image.jpg,None,auto,auto,auto,341
405,openedu,"(2018-2)Введение в корпусную лингвистику",,,"Бесплатно",null,hse,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/CORPUS,2018-09-03T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+CORPUS+fall_2018,auto,https://courses.openedu.ru/asset-v1:hse+CORPUS+fall_2018+type@asset+block@images_course_image.jpg,None,auto,auto,auto,342
406,openedu,"Введение в корпусную лингвистику",,,"Бесплатно",null,hse,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/CORPUS,2019-09-09T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+CORPUS+fall_2019,auto,https://courses.openedu.ru/asset-v1:hse+CORPUS+fall_2019+type@asset+block@images_course_image.jpg,None,auto,auto,auto,343
407,openedu,"(2019-1)Введение в корпусную лингвистику",,,"Бесплатно",null,hse,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/CORPUS,2019-02-11T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+CORPUS+spring_2019,auto,https://courses.openedu.ru/asset-v1:hse+CORPUS+spring_2019+type@asset+block@images_course_image.jpg,None,auto,auto,auto,344
408,openedu,"(2018-1)Введение в корпусную лингвистику",,,"Бесплатно",null,hse,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/CORPUS,2018-03-12T06:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+CORPUS+winter_2018,auto,https://courses.openedu.ru/asset-v1:hse+CORPUS+winter_2018+type@asset+block@images_course_image.jpg,None,auto,auto,auto,345
409,openedu,"Коррозия металлов",,,"Бесплатно",null,misis,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/misis/CORRMET,2019-02-17T21:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:misis+CORRMET+demo,auto,https://courses.openedu.ru/asset-v1:misis+CORRMET+demo+type@asset+block@images_course_image.jpg,None,auto,auto,auto,346
410,openedu,"Коррозия металлов",,,"Бесплатно",null,misis,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/misis/CORRMET,2030-01-01T00:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:misis+CORRMET+fall_2017,auto,https://courses.openedu.ru/asset-v1:misis+CORRMET+fall_2017+type@asset+block@images_course_image.jpg,None,auto,auto,auto,347
411,openedu,"Коррозия металлов",,,"Бесплатно",null,misis,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/misis/CORRMET,2018-10-29T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:misis+CORRMET+fall_2018,auto,https://courses.openedu.ru/asset-v1:misis+CORRMET+fall_2018+type@asset+block@images_course_image.jpg,None,auto,auto,auto,348
412,openedu,"Коррозия металлов",,,"Бесплатно",null,misis,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/misis/CORRMET,2019-09-15T21:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:misis+CORRMET+fall_2019,auto,https://courses.openedu.ru/asset-v1:misis+CORRMET+fall_2019+type@asset+block@images_course_image.jpg,None,auto,auto,auto,349
